filename,ai2d_category,ai2d_rst_category,umap_1,umap_2
2221.png_B3.png,lifeCycles,cycle,3.5838532,-3.261044
302.png_B0.png,foodChainsWebs,horizontal,7.6476583,-0.6085951
302.png_B1.png,foodChainsWebs,horizontal,6.520676,-3.3946292
302.png_B2.png,foodChainsWebs,horizontal,7.1234727,-0.31190833
302.png_B3.png,foodChainsWebs,horizontal,8.314283,-2.0419052
4128.png_B0.png,photosynthesisRespiration,cross-section,-0.223741,0.36148012
4128.png_B1.png,photosynthesisRespiration,cross-section,3.781547,-4.464155
3825.png_B0.png,partsOfA,illustration,14.57418,7.0336285
3825.png_B1.png,partsOfA,illustration,15.690427,3.9625957
390.png_B0.png,typesOf,illustration,8.894935,0.06845984
390.png_B1.png,typesOf,illustration,8.651049,1.4644052
4689.png_B0.png,typesOf,mixed,4.1492734,-4.029597
4689.png_B1.png,typesOf,mixed,3.4003782,-4.043071
4689.png_B2.png,typesOf,mixed,1.0864483,-2.511046
4689.png_B3.png,typesOf,mixed,2.4108593,-2.4014618
4689.png_B4.png,typesOf,mixed,-0.24046223,4.195029
4247.png_B0.png,rockStrata,cut-out,10.012542,8.224259
2329.png_B0.png,lifeCycles,cycle,6.328475,-6.544744
2329.png_B1.png,lifeCycles,cycle,2.565555,-3.1955726
2329.png_B2.png,lifeCycles,cycle,4.374032,-4.6688027
2329.png_B3.png,lifeCycles,cycle,6.7100654,-5.8444486
2703.png_B0.png,moonPhaseEquinox,cycle,7.706547,7.300942
2703.png_B1.png,moonPhaseEquinox,cycle,9.914162,7.02746
2703.png_B10.png,moonPhaseEquinox,cycle,9.545483,6.7148356
2703.png_B11.png,moonPhaseEquinox,cycle,9.9601,5.928351
2703.png_B12.png,moonPhaseEquinox,cycle,12.445202,4.2182198
2703.png_B13.png,moonPhaseEquinox,cycle,10.392429,5.6661563
2703.png_B14.png,moonPhaseEquinox,cycle,9.936304,6.970908
2703.png_B15.png,moonPhaseEquinox,cycle,12.041185,5.569875
2703.png_B16.png,moonPhaseEquinox,cycle,14.481932,4.2162547
2703.png_B2.png,moonPhaseEquinox,cycle,9.564616,6.7607603
2703.png_B3.png,moonPhaseEquinox,cycle,4.9959545,8.105732
2703.png_B4.png,moonPhaseEquinox,cycle,5.4920807,8.169449
2703.png_B5.png,moonPhaseEquinox,cycle,8.417348,7.7575355
2703.png_B6.png,moonPhaseEquinox,cycle,2.6071012,3.1325934
2703.png_B7.png,moonPhaseEquinox,cycle,9.230192,7.908684
2703.png_B8.png,moonPhaseEquinox,cycle,8.864184,7.8271194
2703.png_B9.png,moonPhaseEquinox,cycle,8.068775,7.899607
447.png_B0.png,foodChainsWebs,network,9.32253,-3.0996056
447.png_B1.png,foodChainsWebs,network,6.2874575,0.0023795778
447.png_B10.png,foodChainsWebs,network,8.355662,-3.2247257
447.png_B11.png,foodChainsWebs,network,9.171933,-5.4578633
447.png_B12.png,foodChainsWebs,network,8.261747,-2.3644767
447.png_B2.png,foodChainsWebs,network,5.6800427,0.22474346
447.png_B3.png,foodChainsWebs,network,6.0763297,-1.2571574
447.png_B4.png,foodChainsWebs,network,10.513078,-4.0699306
447.png_B5.png,foodChainsWebs,network,6.4468455,-0.3271939
447.png_B6.png,foodChainsWebs,network,8.050343,-1.854421
447.png_B7.png,foodChainsWebs,network,6.984781,-0.30313632
447.png_B8.png,foodChainsWebs,network,8.200957,-2.076323
447.png_B9.png,foodChainsWebs,network,8.007421,-1.7272989
2702.png_B0.png,moonPhaseEquinox,cycle,11.093908,6.941624
2702.png_B1.png,moonPhaseEquinox,cycle,10.884499,3.5335658
2702.png_B10.png,moonPhaseEquinox,cycle,11.55069,4.976472
2702.png_B11.png,moonPhaseEquinox,cycle,11.003933,2.7938285
2702.png_B12.png,moonPhaseEquinox,cycle,11.098736,3.0036392
2702.png_B2.png,moonPhaseEquinox,cycle,11.1015215,2.863658
2702.png_B3.png,moonPhaseEquinox,cycle,11.441705,5.704355
2702.png_B4.png,moonPhaseEquinox,cycle,11.512979,5.3153563
2702.png_B5.png,moonPhaseEquinox,cycle,11.799916,5.1647267
2702.png_B6.png,moonPhaseEquinox,cycle,11.013825,5.97519
2702.png_B7.png,moonPhaseEquinox,cycle,11.505149,5.4166355
2702.png_B8.png,moonPhaseEquinox,cycle,11.347972,5.334973
2702.png_B9.png,moonPhaseEquinox,cycle,11.26884,5.4438033
1002.png_B0.png,typesOf,mixed,1.3404083,-6.681934
1002.png_B1.png,typesOf,mixed,0.77073586,-5.8279443
1002.png_B2.png,typesOf,mixed,0.21239957,-5.745097
1002.png_B3.png,typesOf,mixed,0.3856158,-5.4515524
3451.png_B0.png,partsOfA,illustration,12.066616,-1.4556844
2699.png_B0.png,moonPhaseEquinox,cycle,13.471171,3.9938707
2699.png_B1.png,moonPhaseEquinox,cycle,14.17009,4.0906653
2699.png_B2.png,moonPhaseEquinox,cycle,14.186347,4.1263294
2699.png_B3.png,moonPhaseEquinox,cycle,13.491993,3.7411852
2699.png_B4.png,moonPhaseEquinox,cycle,13.8579645,3.8338323
2699.png_B5.png,moonPhaseEquinox,cycle,13.423202,3.9030075
2699.png_B6.png,moonPhaseEquinox,cycle,13.709369,3.6406462
2699.png_B7.png,moonPhaseEquinox,cycle,14.163092,4.091363
2699.png_B8.png,moonPhaseEquinox,cycle,8.006368,1.1704452
3450.png_B0.png,partsOfA,illustration,0.7630681,-2.819899
3636.png_B0.png,partsOfA,cross-section,4.311001,-4.706811
2698.png_B0.png,moonPhaseEquinox,cycle,9.183569,8.146198
2698.png_B1.png,moonPhaseEquinox,cycle,9.4190035,8.02872
2698.png_B2.png,moonPhaseEquinox,cycle,10.11196,7.1230354
2698.png_B3.png,moonPhaseEquinox,cycle,8.578393,8.630781
2698.png_B4.png,moonPhaseEquinox,cycle,9.907386,7.9768553
2698.png_B5.png,moonPhaseEquinox,cycle,8.776863,8.652635
2698.png_B6.png,moonPhaseEquinox,cycle,9.148045,8.503027
2698.png_B7.png,moonPhaseEquinox,cycle,9.888615,7.6276155
2698.png_B8.png,moonPhaseEquinox,cycle,8.553475,8.969432
2031.png_B0.png,foodChainsWebs,vertical,10.072641,-0.75578845
2031.png_B1.png,foodChainsWebs,vertical,8.416916,-4.152225
2031.png_B2.png,foodChainsWebs,vertical,7.408581,-4.557677
2031.png_B3.png,foodChainsWebs,vertical,7.4943027,-4.570042
2031.png_B4.png,foodChainsWebs,vertical,11.010145,-3.6017973
2031.png_B5.png,foodChainsWebs,vertical,6.1355195,-3.92578
2031.png_B6.png,foodChainsWebs,vertical,6.4919257,-3.508906
2031.png_B7.png,foodChainsWebs,vertical,6.2655396,-2.2116253
2031.png_B8.png,foodChainsWebs,vertical,7.048565,-2.6130285
2031.png_B9.png,foodChainsWebs,vertical,8.151968,-2.1350107
374.png_B0.png,volcano,cross-section,2.9362586,5.4832816
2256.png_B0.png,lifeCycles,mixed,2.5783563,2.1573408
2256.png_B1.png,lifeCycles,mixed,2.0221899,2.0473328
2256.png_B2.png,lifeCycles,mixed,2.71548,3.1932175
2256.png_B3.png,lifeCycles,mixed,1.5114893,3.5718148
3853.png_B0.png,partsOfA,cut-out,-0.28582832,-2.592238
